Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
10/01/2024,TFL-J-989955,Bus,Liverpool Street,Kings Cross,10/01/2024 20:22,10/01/2024 20:51,1.75,0,City of London,Camden
19/06/2024,TFL-J-112039,Tube,Bank,Stratford,19/06/2024 18:28,19/06/2024 19:10,5.12,21,City of London,Newham
10/06/2024,TFL-J-653545,Overground,Stratford,London Bridge,10/06/2024 08:39,10/06/2024 08:39,5.4,0,Newham,Southwark
17/02/2024,TFL-J-397849,Tube,Kings Cross,Euston,17/02/2024 17:40,17/02/2024 18:06,4.25,6,Camden,Camden
07/05/2024,TFL-J-562654,Bus,Paddington,Liverpool Street,07/05/2024 22:56,07/05/2024 23:24,1.75,0,Westminster,City of London
15/10/2024,TFL-J-739343,Tube,Bank,Stratford,15/10/2024 13:28,15/10/2024 14:05,3.26,4,City of London,Newham
23/05/2024,TFL-J-285340,Tube,Canary Wharf,Stratford,23/05/2024 08:05,23/05/2024 08:39,5.07,6,Tower Hamlets,Newham
22/10/2024,TFL-J-883377,Tube,Canary Wharf,Victoria,22/10/2024 17:56,22/10/2024 18:22,3.15,11,Tower Hamlets,Westminster
10/06/2024,TFL-J-171883,Bus,Euston,London Bridge,10/06/2024 17:05,10/06/2024 17:42,1.75,9,Camden,Southwark
06/02/2024,TFL-J-381227,Bus,London Bridge,Liverpool Street,06/02/2024 08:11,06/02/2024 09:07,1.75,17,Southwark,City of London
11/11/2024,TFL-J-667194,Tube,Stratford,Paddington,11/11/2024 08:08,11/11/2024 09:29,4.47,53,Newham,Westminster
29/11/2024,TFL-J-359534,Tube,Canary Wharf,Paddington,29/11/2024 12:53,29/11/2024 13:31,3.17,0,Tower Hamlets,Westminster
28/05/2024,TFL-J-754974,Overground,Stratford,Victoria,28/05/2024 17:53,28/05/2024 18:45,5.29,21,Newham,Westminster
18/09/2024,TFL-J-720440,Tube,Euston,Paddington,18/09/2024 18:13,18/09/2024 18:37,4.05,4,Camden,Westminster
01/12/2024,TFL-J-218794,Bus,London Bridge,Bank,01/12/2024 08:05,01/12/2024 08:31,1.75,6,Southwark,City of London
21/09/2024,TFL-J-190451,Bus,Bank,Waterloo,21/09/2024 07:52,21/09/2024 07:56,9.4,1,City of London,Lambeth
07/10/2024,TFL-J-535321,Tube,Kings Cross,Euston,07/10/2024 17:10,07/10/2024 18:02,4.3,10,Camden,Camden
05/11/2024,TFL-J-671569,Tube,Waterloo,Kings Cross,05/11/2024 09:14,05/11/2024 09:47,3.69,11,Lambeth,Camden
16/03/2024,TFL-J-978844,Bus,Victoria,Stratford,16/03/2024 08:25,16/03/2024 08:59,1.75,0,Westminster,Newham
23/09/2024,TFL-J-844171,Tube,Euston,Victoria,23/09/2024 18:53,23/09/2024 19:13,3.38,0,Camden,Westminster
27/06/2024,TFL-J-584501,Tube,Waterloo,London Bridge,27/06/2024 14:41,27/06/2024 15:07,3.86,1,Lambeth,Southwark
06/01/2024,TFL-J-808346,Tube,Paddington,Liverpool Street,06/01/2024 08:12,06/01/2024 07:44,3.47,7,Westminster,City of London
24/11/2024,TFL-J-180770,Tube,Kings Cross,Waterloo,24/11/2024 09:28,24/11/2024 10:14,4.59,1,Camden,Lambeth
11/04/2024,TFL-J-813998,Tube,Euston,Victoria,11/04/2024 08:36,11/04/2024 09:23,11.86,6,Camden,Westminster
28/03/2024,TFL-J-399807,Tube,Kings Cross,Stratford,28/03/2024 15:25,28/03/2024 16:15,8.68,7,Camden,Newham
26/04/2024,TFL-J-269742,Tube,Bank,London Bridge,26/04/2024 09:51,26/04/2024 10:19,5.4,0,City of London,Southwark
27/02/2024,TFL-J-469853,Bus,Canary Wharf,Euston,27/02/2024 07:10,27/02/2024 07:41,1.75,8,Tower Hamlets,Camden
09/02/2024,TFL-J-225348,Bus,Stratford,London Bridge,09/02/2024 17:16,09/02/2024 17:31,1.75,0,Newham,Southwark
20/04/2024,TFL-J-822752,Tube,Stratford,Bank,20/04/2024 15:06,20/04/2024 15:49,4.31,4,Newham,City of London
07/01/2024,TFL-J-254173,Bus,Liverpool Street,Euston,07/01/2024 17:55,07/01/2024 18:21,3.64,5,City of London,Camden
16/10/2024,TFL-J-442315,Tube,Paddington,Bank,16/10/2024 07:03,16/10/2024 07:50,3.44,16,Westminster,City of London
23/02/2024,TFL-J-431845,Tube,Waterloo,Bank,23/02/2024 15:05,23/02/2024 15:26,3.76,1,Lambeth,City of London
04/03/2024,TFL-J-629035,Bus,Waterloo,Euston,04/03/2024 09:15,04/03/2024 10:15,1.75,22,Lambeth,Camden
16/12/2024,TFL-J-450868,Tube,Victoria,Canary Wharf,16/12/2024 14:43,16/12/2024 15:29,3.17,1,Westminster,Tower Hamlets
05/07/2024,TFL-J-659757,Tube,Waterloo,Euston,05/07/2024 07:56,05/07/2024 08:44,2.95,3,Lambeth,Camden
21/06/2024,TFL-J-817500,Tube,Stratford,Victoria,21/06/2024 13:54,21/06/2024 14:31,3.45,0,Newham,Westminster
25/09/2024,TFL-J-241660,Overground,Kings Cross,Bank,25/09/2024 10:25,25/09/2024 11:07,4.69,3,Camden,City of London
11/11/2024,TFL-J-627508,Bus,Kings Cross,Euston,11/11/2024 09:55,11/11/2024 10:28,1.75,1,Camden,Camden
09/10/2024,TFL-J-102349,Tube,Paddington,Bank,09/10/2024 07:07,09/10/2024 07:24,3.08,0,Westminster,City of London
22/11/2024,TFL-J-803894,Bus,Victoria,Kings Cross,22/11/2024 16:55,22/11/2024 17:50,1.75,27,Westminster,Camden
02/09/2024,TFL-J-352539,Tube,Waterloo,Bank,02/09/2024 07:45,02/09/2024 08:08,4.57,8,Lambeth,City of London
16/02/2024,TFL-J-685649,Bus,Liverpool Street,Stratford,16/02/2024 18:28,16/02/2024 18:56,1.75,2,City of London,Newham
02/12/2024,TFL-J-841322,Tube,Paddington,Kings Cross,02/12/2024 09:40,02/12/2024 10:03,5.44,0,Westminster,Camden
08/12/2024,TFL-J-303958,Bus,Euston,London Bridge,08/12/2024 18:01,08/12/2024 18:52,1.75,10,Camden,Southwark
13/03/2024,TFL-J-662929,Bus,Liverpool Street,Waterloo,13/03/2024 08:14,13/03/2024 08:30,1.75,0,City of London,Lambeth
07/06/2024,TFL-J-761317,Tube,Victoria,Kings Cross,07/06/2024 11:15,07/06/2024 11:50,4.71,1,Westminster,Camden
03/03/2024,TFL-J-547734,Tube,Stratford,Paddington,03/03/2024 23:07,03/03/2024 23:28,4.89,0,Newham,Westminster
08/04/2024,TFL-J-525830,Tube,Stratford,London Bridge,08/04/2024 13:35,08/04/2024 14:16,13.35,2,Newham,Southwark
31/03/2024,TFL-J-947080,Tube,Paddington,Kings Cross,31/03/2024 08:11,31/03/2024 08:51,5.27,13,Westminster,Camden
16/01/2024,TFL-J-784092,Bus,Stratford,Bank,16/01/2024 12:44,16/01/2024 13:16,1.75,1,Newham,City of London
03/04/2024,TFL-J-380522,Tube,Euston,Waterloo,03/04/2024 22:31,03/04/2024 22:54,4.98,0,Camden,Lambeth
28/03/2024,TFL-J-615685,Bus,Victoria,Euston,28/03/2024 08:58,28/03/2024 09:33,1.75,6,Westminster,Camden
13/09/2024,TFL-J-526437,Bus,Stratford,Waterloo,13/09/2024 22:29,13/09/2024 22:57,1.75,6,Newham,Lambeth
06/11/2024,TFL-J-512031,Bus,Liverpool Street,Victoria,06/11/2024 18:17,06/11/2024 19:09,1.75,24,City of London,Westminster
09/02/2024,TFL-J-979915,Tube,Stratford,London Bridge,09/02/2024 12:32,09/02/2024 13:29,5.08,13,Newham,Southwark
26/04/2024,TFL-J-629043,Overground,London Bridge,Canary Wharf,26/04/2024 09:49,26/04/2024 10:58,5.22,29,Southwark,Tower Hamlets
08/05/2024,TFL-J-702298,Tube,Euston,Paddington,08/05/2024 09:11,08/05/2024 09:47,14.2,19,Camden,Westminster
08/12/2024,TFL-J-985907,Bus,Canary Wharf,Paddington,08/12/2024 07:22,08/12/2024 08:07,1.75,1,Tower Hamlets,Westminster
14/06/2024,TFL-J-668091,Tube,Kings Cross,Paddington,14/06/2024 17:53,14/06/2024 18:22,11.54,2,Camden,Westminster
23/08/2024,TFL-J-350837,Bus,Victoria,Paddington,23/08/2024 10:33,23/08/2024 11:02,1.75,2,Westminster,Westminster
24/08/2024,TFL-J-212338,Tube,Canary Wharf,Stratford,24/08/2024 13:41,24/08/2024 13:50,9.4,2,Tower Hamlets,Newham
17/10/2024,TFL-J-469362,Bus,Stratford,Euston,17/10/2024 13:56,17/10/2024 14:00,9.4,1,Newham,Camden
18/04/2024,TFL-J-410650,Tube,London Bridge,Liverpool Street,18/04/2024 17:41,18/04/2024 18:22,4.32,11,Southwark,City of London
12/08/2024,TFL-J-234393,Overground,London Bridge,Waterloo,12/08/2024 10:11,12/08/2024 10:29,4.55,0,Southwark,Lambeth
14/07/2024,TFL-J-184934,Tube,Euston,Paddington,14/07/2024 18:18,14/07/2024 18:48,4.82,11,Camden,Westminster
05/04/2024,TFL-J-168230,Bus,Bank,Liverpool Street,05/04/2024 11:05,05/04/2024 11:46,1.75,3,City of London,City of London
02/02/2024,TFL-J-612009,Tube,Victoria,Liverpool Street,02/02/2024 11:48,02/02/2024 12:26,4.16,5,Westminster,City of London
24/12/2024,TFL-J-584512,Bus,Liverpool Street,Bank,24/12/2024 19:56,24/12/2024 20:17,1.75,0,City of London,City of London
11/03/2024,TFL-J-315401,Tube,Liverpool Street,Canary Wharf,11/03/2024 09:47,11/03/2024 10:09,3.79,5,City of London,Tower Hamlets
24/09/2024,TFL-J-533779,Tube,Liverpool Street,London Bridge,24/09/2024 09:31,24/09/2024 09:37,9.4,0,City of London,Southwark
09/12/2024,TFL-J-256119,Bus,Victoria,Paddington,09/12/2024 07:06,09/12/2024 07:46,1.75,15,Westminster,Westminster
06/08/2024,TFL-J-291211,Tube,Paddington,Victoria,06/08/2024 08:59,06/08/2024 09:58,4.61,16,Westminster,Westminster
10/01/2024,TFL-J-592256,Overground,Victoria,Paddington,10/01/2024 17:03,10/01/2024 18:00,3.75,28,Westminster,Westminster
05/07/2024,TFL-J-843204,Tube,Canary Wharf,Victoria,05/07/2024 11:08,05/07/2024 11:47,3.44,2,Tower Hamlets,Westminster
26/11/2024,TFL-J-254836,Bus,Liverpool Street,Euston,26/11/2024 18:26,26/11/2024 19:21,1.75,30,City of London,Camden
17/04/2024,TFL-J-180212,Bus,London Bridge,Stratford,17/04/2024 15:45,17/04/2024 16:21,1.75,0,Southwark,Newham
18/07/2024,TFL-J-859895,Tube,Paddington,Victoria,18/07/2024 08:19,18/07/2024 09:00,9.47,21,Westminster,Westminster
14/04/2024,TFL-J-603376,Bus,Liverpool Street,Waterloo,14/04/2024 07:34,14/04/2024 08:06,1.75,14,City of London,Lambeth
23/05/2024,TFL-J-472018,Bus,Euston,London Bridge,23/05/2024 16:40,23/05/2024 17:50,1.75,26,Camden,Southwark
23/12/2024,TFL-J-590749,Tube,Euston,Bank,23/12/2024 08:34,23/12/2024 09:16,4.43,9,Camden,City of London
10/11/2024,TFL-J-893244,Tube,Stratford,Liverpool Street,10/11/2024 19:28,10/11/2024 20:03,4.74,1,Newham,City of London
08/01/2024,TFL-J-863470,Tube,London Bridge,Canary Wharf,08/01/2024 08:04,08/01/2024 08:59,3.08,12,Southwark,Tower Hamlets
01/12/2024,TFL-J-152352,Tube,Liverpool Street,Stratford,01/12/2024 11:43,01/12/2024 12:32,4.53,13,City of London,Newham
14/08/2024,TFL-J-884083,Tube,Paddington,Bank,14/08/2024 18:31,14/08/2024 17:50,3.14,7,Westminster,City of London
22/10/2024,TFL-J-402962,Overground,Liverpool Street,London Bridge,22/10/2024 17:17,22/10/2024 17:37,12.56,3,City of London,Southwark
18/04/2024,TFL-J-388832,Tube,Stratford,Kings Cross,18/04/2024 17:16,18/04/2024 17:54,4.69,17,Newham,Camden
10/09/2024,TFL-J-314961,Overground,Euston,Waterloo,10/09/2024 11:19,10/09/2024 11:44,3.75,2,Camden,Lambeth
15/04/2024,TFL-J-847328,Tube,Liverpool Street,Victoria,15/04/2024 14:31,15/04/2024 14:53,3.68,3,City of London,Westminster
13/12/2024,TFL-J-280684,Tube,Kings Cross,Liverpool Street,13/12/2024 13:27,13/12/2024 13:54,5.39,4,Camden,City of London
06/02/2024,TFL-J-236193,Bus,London Bridge,Stratford,06/02/2024 15:37,06/02/2024 16:06,1.75,4,Southwark,Newham
26/12/2024,TFL-J-771170,Overground,Paddington,London Bridge,26/12/2024 12:34,26/12/2024 13:16,4.47,1,Westminster,Southwark
04/01/2024,TFL-J-141554,Tube,Stratford,Victoria,04/01/2024 09:01,04/01/2024 09:39,5.02,6,Newham,Westminster
07/09/2024,TFL-J-844841,Tube,Liverpool Street,Bank,07/09/2024 09:56,07/09/2024 10:23,3.32,3,City of London,City of London
01/01/2024,TFL-J-959418,Tube,Kings Cross,Euston,01/01/2024 12:12,01/01/2024 12:47,4.01,3,Camden,Camden
09/02/2024,TFL-J-624896,Tube,Kings Cross,Euston,09/02/2024 07:06,09/02/2024 07:40,10.06,3,Camden,Camden
31/08/2024,TFL-J-987724,Bus,Stratford,Waterloo,31/08/2024 08:54,31/08/2024 09:26,1.75,17,Newham,Lambeth
27/08/2024,TFL-J-639981,Tube,Bank,Kings Cross,27/08/2024 23:37,28/08/2024 00:19,5.26,0,City of London,Camden
28/03/2024,TFL-J-918213,Bus,Kings Cross,Stratford,28/03/2024 17:53,28/03/2024 18:17,1.75,1,Camden,Newham
26/06/2024,TFL-J-628535,Tube,Liverpool Street,Victoria,26/06/2024 07:09,26/06/2024 07:46,4.05,18,City of London,Westminster
24/06/2024,TFL-J-865595,Overground,London Bridge,Liverpool Street,24/06/2024 11:04,24/06/2024 11:34,5.38,0,Southwark,City of London
15/04/2024,TFL-J-962585,Tube,Bank,Kings Cross,15/04/2024 13:57,15/04/2024 14:41,2.81,0,City of London,Camden
24/05/2024,TFL-J-701584,Bus,Waterloo,Paddington,24/05/2024 07:33,24/05/2024 08:06,1.75,11,Lambeth,Westminster
13/03/2024,TFL-J-353898,Overground,London Bridge,Liverpool Street,13/03/2024 08:02,13/03/2024 08:41,5.42,1,Southwark,City of London
08/06/2024,TFL-J-299974,Tube,Stratford,Bank,08/06/2024 16:02,08/06/2024 16:33,5.26,8,Newham,City of London
18/09/2024,TFL-J-153230,Tube,Canary Wharf,Bank,18/09/2024 16:06,18/09/2024 17:03,3.85,14,Tower Hamlets,City of London
02/04/2024,TFL-J-254756,Bus,Victoria,Kings Cross,02/04/2024 21:26,02/04/2024 21:51,1.75,6,Westminster,Camden
28/12/2024,TFL-J-153643,Tube,Victoria,Waterloo,28/12/2024 07:40,28/12/2024 08:25,7.88,15,Westminster,Lambeth
17/04/2024,TFL-J-881958,Tube,London Bridge,Canary Wharf,17/04/2024 09:06,17/04/2024 09:49,4.26,2,Southwark,Tower Hamlets
24/10/2024,TFL-J-402138,Tube,Victoria,Bank,24/10/2024 08:40,24/10/2024 09:09,3.22,0,Westminster,City of London
10/11/2024,TFL-J-939587,Tube,Victoria,Canary Wharf,10/11/2024 14:13,10/11/2024 14:57,3.71,0,Westminster,Tower Hamlets
05/01/2024,TFL-J-931031,Tube,Waterloo,Kings Cross,05/01/2024 12:45,05/01/2024 13:30,4.65,3,Lambeth,Camden
05/01/2024,TFL-J-630544,Bus,Paddington,Stratford,05/01/2024 09:15,05/01/2024 09:45,1.75,14,Westminster,Newham
25/07/2024,TFL-J-510017,Bus,London Bridge,Liverpool Street,25/07/2024 18:13,25/07/2024 18:35,1.75,6,Southwark,City of London
11/03/2024,TFL-J-984043,Tube,Victoria,London Bridge,11/03/2024 20:38,11/03/2024 21:06,3.97,4,Westminster,Southwark
06/07/2024,TFL-J-854338,Overground,Euston,Canary Wharf,06/07/2024 19:29,06/07/2024 18:37,3.04,26,Camden,Tower Hamlets
05/04/2024,TFL-J-525757,Tube,Kings Cross,Canary Wharf,05/04/2024 08:38,05/04/2024 09:23,3.29,4,Camden,Tower Hamlets
11/03/2024,TFL-J-475640,Tube,Waterloo,Liverpool Street,11/03/2024 22:22,11/03/2024 22:27,9.4,0,Lambeth,City of London
11/03/2024,TFL-J-164877,Tube,Victoria,Bank,11/03/2024 16:02,11/03/2024 16:29,3.78,4,Westminster,City of London
20/03/2024,TFL-J-208555,Bus,Canary Wharf,Victoria,20/03/2024 16:15,20/03/2024 16:55,1.75,4,Tower Hamlets,Westminster
07/03/2024,TFL-J-887335,Bus,Liverpool Street,Stratford,07/03/2024 17:13,07/03/2024 17:46,1.75,10,City of London,Newham
01/09/2024,TFL-J-441067,Tube,Victoria,Kings Cross,01/09/2024 16:53,01/09/2024 17:17,3.02,5,Westminster,Camden
07/01/2024,TFL-J-678926,Overground,Paddington,London Bridge,07/01/2024 18:31,07/01/2024 19:48,3.51,51,Westminster,Southwark
18/05/2024,TFL-J-276692,Bus,Liverpool Street,Victoria,18/05/2024 09:57,18/05/2024 10:06,9.4,20,City of London,Westminster
08/07/2024,TFL-J-798427,Bus,Waterloo,Euston,08/07/2024 09:48,08/07/2024 10:37,1.75,20,Lambeth,Camden
25/06/2024,TFL-J-870375,Bus,Paddington,Victoria,25/06/2024 18:09,25/06/2024 19:09,1.75,20,Westminster,Westminster
18/05/2024,TFL-J-478188,Tube,Kings Cross,Waterloo,18/05/2024 17:42,18/05/2024 18:02,3.98,3,Camden,Lambeth
04/12/2024,TFL-J-984016,Bus,Victoria,Stratford,04/12/2024 16:13,04/12/2024 17:04,1.75,23,Westminster,Newham
08/08/2024,TFL-J-302294,Tube,Euston,Canary Wharf,08/08/2024 07:53,08/08/2024 08:33,2.95,0,Camden,Tower Hamlets
24/09/2024,TFL-J-438709,Bus,Euston,London Bridge,24/09/2024 23:52,25/09/2024 00:32,1.75,5,Camden,Southwark
23/03/2024,TFL-J-792111,Tube,London Bridge,Waterloo,23/03/2024 09:06,23/03/2024 09:40,5,9,Southwark,Lambeth
20/08/2024,TFL-J-200343,Bus,Paddington,Stratford,20/08/2024 16:40,20/08/2024 16:40,1.75,16,Westminster,Newham
06/09/2024,TFL-J-443141,Overground,Victoria,Bank,06/09/2024 16:02,06/09/2024 16:36,3.95,13,Westminster,City of London
05/04/2024,TFL-J-311261,Tube,Euston,Canary Wharf,05/04/2024 08:18,05/04/2024 08:41,4.44,6,Camden,Tower Hamlets
18/02/2024,TFL-J-647726,Bus,Paddington,Bank,18/02/2024 13:12,18/02/2024 13:37,1.75,0,Westminster,City of London
10/01/2024,TFL-J-734595,Tube,Euston,Waterloo,10/01/2024 14:34,10/01/2024 15:13,3.25,1,Camden,Lambeth
27/04/2024,TFL-J-888229,Bus,Bank,Liverpool Street,27/04/2024 18:48,27/04/2024 19:11,1.75,7,City of London,City of London
05/08/2024,TFL-J-145759,Tube,London Bridge,Waterloo,05/08/2024 08:16,05/08/2024 09:05,5.05,7,Southwark,Lambeth
26/05/2024,TFL-J-615042,Tube,Kings Cross,Waterloo,26/05/2024 19:30,26/05/2024 19:54,3.94,1,Camden,Lambeth
17/07/2024,TFL-J-359867,Tube,London Bridge,Stratford,17/07/2024 18:29,17/07/2024 19:25,4.72,14,Southwark,Newham
10/06/2024,TFL-J-948392,Overground,Euston,Victoria,10/06/2024 08:13,10/06/2024 09:02,5.4,20,Camden,Westminster
20/11/2024,TFL-J-663925,Bus,Paddington,Liverpool Street,20/11/2024 23:22,21/11/2024 00:08,1.75,1,Westminster,City of London
05/10/2024,TFL-J-135454,Bus,Bank,Waterloo,05/10/2024 07:54,05/10/2024 08:23,3.74,9,City of London,Lambeth
05/10/2024,TFL-J-759893,Tube,Stratford,Liverpool Street,05/10/2024 09:06,05/10/2024 09:45,3.61,2,Newham,City of London
02/01/2024,TFL-J-133458,Bus,London Bridge,Paddington,02/01/2024 09:50,02/01/2024 10:28,1.75,3,Southwark,Westminster
28/12/2024,TFL-J-251166,Tube,Canary Wharf,Liverpool Street,28/12/2024 08:24,28/12/2024 09:13,3.06,13,Tower Hamlets,City of London
25/07/2024,TFL-J-192459,Tube,Paddington,Stratford,25/07/2024 11:00,25/07/2024 11:17,4.23,0,Westminster,Newham
29/02/2024,TFL-J-504610,Bus,Euston,London Bridge,29/02/2024 14:31,29/02/2024 15:21,1.75,5,Camden,Southwark
04/07/2024,TFL-J-638107,Tube,London Bridge,Victoria,04/07/2024 07:35,04/07/2024 08:20,5.12,3,Southwark,Westminster
07/10/2024,TFL-J-605377,Tube,Euston,Liverpool Street,07/10/2024 22:42,07/10/2024 23:25,2.84,2,Camden,City of London
25/12/2024,TFL-J-199339,Tube,Liverpool Street,Victoria,25/12/2024 08:53,25/12/2024 09:38,5.49,0,City of London,Westminster
01/08/2024,TFL-J-951758,Bus,Euston,Waterloo,01/08/2024 21:21,01/08/2024 22:06,1.75,3,Camden,Lambeth
12/03/2024,TFL-J-391914,Tube,London Bridge,Paddington,12/03/2024 09:33,12/03/2024 10:16,4.37,7,Southwark,Westminster
11/04/2024,TFL-J-293756,Tube,Liverpool Street,Victoria,11/04/2024 16:11,11/04/2024 16:53,4.98,7,City of London,Westminster
06/08/2024,TFL-J-131552,Tube,Kings Cross,Waterloo,06/08/2024 09:51,06/08/2024 10:41,4.33,30,Camden,Lambeth
09/07/2024,TFL-J-804042,Bus,Victoria,Liverpool Street,09/07/2024 17:22,09/07/2024 18:26,1.75,47,Westminster,City of London
25/12/2024,TFL-J-672150,Tube,Euston,Canary Wharf,25/12/2024 14:28,25/12/2024 14:56,3.55,4,Camden,Tower Hamlets
10/01/2024,TFL-J-915779,Tube,Paddington,Kings Cross,10/01/2024 07:39,10/01/2024 08:33,4.07,23,Westminster,Camden
31/10/2024,TFL-J-793287,Tube,Canary Wharf,Victoria,31/10/2024 07:18,31/10/2024 08:00,4.01,5,Tower Hamlets,Westminster
05/03/2024,TFL-J-857267,Tube,Canary Wharf,Victoria,05/03/2024 17:58,05/03/2024 18:25,4.16,6,Tower Hamlets,Westminster
07/08/2024,TFL-J-275767,Tube,Paddington,London Bridge,07/08/2024 17:06,07/08/2024 17:55,3.87,4,Westminster,Southwark
24/04/2024,TFL-J-804290,Bus,Liverpool Street,Bank,24/04/2024 10:01,24/04/2024 10:31,1.75,1,City of London,City of London
31/05/2024,TFL-J-487749,Tube,Victoria,Stratford,31/05/2024 22:14,31/05/2024 22:39,3.31,1,Westminster,Newham
16/11/2024,TFL-J-728115,Tube,Victoria,Canary Wharf,16/11/2024 07:06,16/11/2024 07:37,5.34,2,Westminster,Tower Hamlets
04/11/2024,TFL-J-295433,Bus,Victoria,Canary Wharf,04/11/2024 16:20,04/11/2024 16:44,1.75,2,Westminster,Tower Hamlets
15/06/2024,TFL-J-444478,Bus,Stratford,Paddington,15/06/2024 13:57,15/06/2024 14:28,1.75,10,Newham,Westminster
24/09/2024,TFL-J-614099,Overground,London Bridge,Bank,24/09/2024 18:43,24/09/2024 19:34,4,26,Southwark,City of London
18/04/2024,TFL-J-729552,Overground,Euston,Paddington,18/04/2024 16:27,18/04/2024 16:52,5.41,9,Camden,Westminster
16/04/2024,TFL-J-377342,Bus,Kings Cross,Victoria,16/04/2024 17:24,16/04/2024 18:17,1.75,12,Camden,Westminster
04/05/2024,TFL-J-408389,Tube,Stratford,London Bridge,04/05/2024 18:47,04/05/2024 19:22,3.6,2,Newham,Southwark
13/03/2024,TFL-J-118324,Tube,Victoria,London Bridge,13/03/2024 18:36,13/03/2024 19:09,4.83,4,Westminster,Southwark
22/07/2024,TFL-J-488591,Tube,Waterloo,Paddington,22/07/2024 09:10,22/07/2024 09:58,5.11,12,Lambeth,Westminster
27/08/2024,TFL-J-190405,Tube,Victoria,Kings Cross,27/08/2024 17:36,27/08/2024 18:05,3.29,8,Westminster,Camden
31/01/2024,TFL-J-328082,Tube,Waterloo,Euston,31/01/2024 08:01,31/01/2024 08:55,3.05,17,Lambeth,Camden
01/10/2024,TFL-J-958658,Tube,Liverpool Street,Bank,01/10/2024 08:06,01/10/2024 08:42,2.97,18,City of London,City of London
01/09/2024,TFL-J-660288,Tube,Liverpool Street,Euston,01/09/2024 18:35,01/09/2024 19:06,5.37,12,City of London,Camden
28/01/2024,TFL-J-687371,Tube,Victoria,Canary Wharf,28/01/2024 13:18,28/01/2024 13:54,2.96,3,Westminster,Tower Hamlets
16/12/2024,TFL-J-373037,Bus,Canary Wharf,London Bridge,16/12/2024 08:37,16/12/2024 09:09,1.75,9,Tower Hamlets,Southwark
04/10/2024,TFL-J-666637,Bus,Waterloo,Euston,04/10/2024 23:44,05/10/2024 00:14,1.75,7,Lambeth,Camden
29/02/2024,TFL-J-469509,Bus,Waterloo,Stratford,29/02/2024 16:49,29/02/2024 17:20,1.75,10,Lambeth,Newham
18/10/2024,TFL-J-327923,Tube,London Bridge,Paddington,18/10/2024 18:42,18/10/2024 19:10,3.26,12,Southwark,Westminster
06/08/2024,TFL-J-796078,Tube,Stratford,Euston,06/08/2024 07:47,06/08/2024 08:21,5.44,19,Newham,Camden
09/08/2024,TFL-J-265424,Tube,Liverpool Street,Stratford,09/08/2024 09:39,09/08/2024 10:37,4.06,38,City of London,Newham
04/03/2024,TFL-J-661578,Bus,Paddington,Euston,04/03/2024 10:38,04/03/2024 11:11,1.75,3,Westminster,Camden
19/01/2024,TFL-J-520712,Tube,Paddington,London Bridge,19/01/2024 15:30,19/01/2024 16:15,9.15,4,Westminster,Southwark
25/04/2024,TFL-J-673903,Tube,London Bridge,Bank,25/04/2024 16:09,25/04/2024 17:03,5.22,10,Southwark,City of London
15/11/2024,TFL-J-237803,Tube,Canary Wharf,London Bridge,15/11/2024 16:41,15/11/2024 16:51,9.4,2,Tower Hamlets,Southwark
11/01/2024,TFL-J-444586,Tube,Kings Cross,Stratford,11/01/2024 18:13,11/01/2024 18:53,5.36,6,Camden,Newham
04/08/2024,TFL-J-404607,Overground,Paddington,Canary Wharf,04/08/2024 09:31,04/08/2024 09:55,4.72,4,Westminster,Tower Hamlets
18/02/2024,TFL-J-949644,Bus,Victoria,Canary Wharf,18/02/2024 07:56,18/02/2024 08:44,1.75,3,Westminster,Tower Hamlets
14/02/2024,TFL-J-966467,Tube,Kings Cross,Liverpool Street,14/02/2024 09:46,14/02/2024 10:20,5.02,18,Camden,City of London
01/02/2024,TFL-J-943864,Overground,Victoria,Canary Wharf,01/02/2024 18:05,01/02/2024 18:29,3.48,3,Westminster,Tower Hamlets
08/03/2024,TFL-J-235474,Overground,Kings Cross,Canary Wharf,08/03/2024 09:40,08/03/2024 10:10,5.02,0,Camden,Tower Hamlets
12/02/2024,TFL-J-519962,Tube,Victoria,Kings Cross,12/02/2024 14:00,12/02/2024 13:27,3.73,5,Westminster,Camden
20/08/2024,TFL-J-282234,Tube,Victoria,Stratford,20/08/2024 14:01,20/08/2024 14:53,4.15,9,Westminster,Newham
12/03/2024,TFL-J-552493,Overground,Kings Cross,Stratford,12/03/2024 08:18,12/03/2024 08:18,5.37,62,Camden,Newham
