Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration,Cost_Per_Minute,Time_of_Day,Congestion_Tier
2024-06-11,TFL-J-650295,Tube,Stratford,London Bridge,2024-06-11 18:07:00,2024-06-11 18:50:00,4.37,15,Newham,Southwark,43.0,0.10162790697674419,Peak PM,High Friction
2024-09-28,TFL-J-419340,Tube,London Bridge,Victoria,2024-09-28 18:26:00,2024-09-28 19:16:00,4.64,13,Southwark,Westminster,50.0,0.0928,Peak PM,High Friction
2024-10-07,TFL-J-336999,Bus,Paddington,Stratford,2024-10-07 07:43:00,2024-10-07 08:24:00,1.75,1,Westminster,Newham,41.0,0.042682926829268296,Peak AM,Smooth
2024-09-08,TFL-J-405178,Tube,London Bridge,Waterloo,2024-09-08 09:09:00,2024-09-08 10:30:00,3.02,36,Southwark,Lambeth,81.0,0.03728395061728395,Peak AM,Severe Friction
2024-06-24,TFL-J-471472,Bus,London Bridge,Waterloo,2024-06-24 18:06:00,2024-06-24 18:33:00,1.75,4,Southwark,Lambeth,27.0,0.06481481481481481,Peak PM,Smooth
2024-05-20,TFL-J-640915,Bus,Paddington,Liverpool Street,2024-05-20 08:20:00,2024-05-20 08:47:00,1.75,3,Westminster,City of London,27.0,0.06481481481481481,Peak AM,Smooth
2024-12-10,TFL-J-297144,Bus,Victoria,Canary Wharf,2024-12-10 16:57:00,2024-12-10 17:29:00,1.75,7,Westminster,Tower Hamlets,32.0,0.0546875,Peak PM,Minor Delays
2024-01-24,TFL-J-645280,Bus,Stratford,Victoria,2024-01-24 09:30:00,2024-01-24 09:35:00,9.4,0,Newham,Westminster,5.0,1.8800000000000001,Peak AM,Smooth
2024-10-13,TFL-J-327356,Tube,Paddington,London Bridge,2024-10-13 12:14:00,2024-10-13 12:35:00,2.89,1,Westminster,Southwark,21.0,0.1376190476190476,Off-Peak,Smooth
2024-07-19,TFL-J-929598,Bus,Kings Cross,Stratford,2024-07-19 11:41:00,2024-07-19 12:26:00,1.75,0,Camden,Newham,45.0,0.03888888888888889,Off-Peak,Smooth
2024-04-11,TFL-J-722823,Tube,Liverpool Street,Bank,2024-04-11 17:14:00,2024-04-11 18:06:00,5.46,21,City of London,City of London,52.0,0.105,Peak PM,High Friction
2024-08-19,TFL-J-890355,Tube,Canary Wharf,Waterloo,2024-08-19 08:54:00,2024-08-19 09:26:00,5.48,8,Tower Hamlets,Lambeth,32.0,0.17125,Peak AM,Minor Delays
2024-04-07,TFL-J-139486,Tube,Canary Wharf,Waterloo,2024-04-07 07:23:00,2024-04-07 08:09:00,4.32,3,Tower Hamlets,Lambeth,46.0,0.09391304347826088,Peak AM,Smooth
2024-01-10,TFL-J-169491,Tube,Paddington,Victoria,2024-01-10 07:17:00,2024-01-10 08:05:00,5.39,7,Westminster,Westminster,48.0,0.11229166666666666,Peak AM,Minor Delays
2024-07-02,TFL-J-469108,Overground,Euston,Canary Wharf,2024-07-02 07:07:00,2024-07-02 07:42:00,4.66,9,Camden,Tower Hamlets,35.0,0.13314285714285715,Peak AM,Minor Delays
2024-10-30,TFL-J-295014,Overground,Euston,Victoria,2024-10-30 17:00:00,2024-10-30 17:37:00,5.47,15,Camden,Westminster,37.0,0.14783783783783783,Peak PM,High Friction
2024-07-08,TFL-J-288035,Bus,Bank,Liverpool Street,2024-07-08 08:43:00,2024-07-08 09:15:00,1.75,5,City of London,City of London,32.0,0.0546875,Peak AM,Smooth
2024-01-20,TFL-J-127310,Tube,Stratford,Victoria,2024-01-20 08:38:00,2024-01-20 09:08:00,3.5,0,Newham,Westminster,30.0,0.11666666666666667,Peak AM,Smooth
2024-12-08,TFL-J-940146,Tube,Bank,Euston,2024-12-08 07:33:00,2024-12-08 08:05:00,4.32,3,City of London,Camden,32.0,0.135,Peak AM,Smooth
2024-07-11,TFL-J-139398,Overground,Paddington,Bank,2024-07-11 17:46:00,2024-07-11 18:09:00,4.58,0,Westminster,City of London,23.0,0.1991304347826087,Peak PM,Smooth
2024-11-15,TFL-J-177433,Overground,Victoria,Euston,2024-11-15 07:02:00,2024-11-15 07:30:00,4.19,2,Westminster,Camden,28.0,0.14964285714285716,Peak AM,Smooth
2024-04-03,TFL-J-524439,Tube,Waterloo,Canary Wharf,2024-04-03 17:16:00,2024-04-03 18:02:00,3.97,4,Lambeth,Tower Hamlets,46.0,0.08630434782608697,Peak PM,Smooth
2024-06-13,TFL-J-863267,Tube,Bank,London Bridge,2024-06-13 17:28:00,2024-06-13 18:36:00,4.48,31,City of London,Southwark,68.0,0.06588235294117648,Peak PM,High Friction
2024-09-10,TFL-J-722580,Bus,Kings Cross,Bank,2024-09-10 09:49:00,2024-09-10 10:35:00,1.75,10,Camden,City of London,46.0,0.03804347826086957,Peak AM,Minor Delays
2024-05-10,TFL-J-533692,Bus,London Bridge,Waterloo,2024-05-10 08:23:00,2024-05-10 09:08:00,1.75,15,Southwark,Lambeth,45.0,0.03888888888888889,Peak AM,High Friction
2024-11-17,TFL-J-451453,Tube,Stratford,London Bridge,2024-11-17 23:31:00,2024-11-18 00:00:00,3.85,7,Newham,Southwark,29.0,0.1327586206896552,Night,Minor Delays
2024-01-02,TFL-J-520580,Bus,Euston,Canary Wharf,2024-01-02 08:26:00,2024-01-02 09:11:00,1.75,14,Camden,Tower Hamlets,45.0,0.03888888888888889,Peak AM,High Friction
2024-09-05,TFL-J-447811,Tube,Waterloo,Euston,2024-09-05 17:07:00,2024-09-05 17:48:00,4.53,0,Lambeth,Camden,41.0,0.11048780487804878,Peak PM,Smooth
2024-01-29,TFL-J-215444,Bus,Waterloo,London Bridge,2024-01-29 14:28:00,2024-01-29 14:54:00,1.75,1,Lambeth,Southwark,26.0,0.0673076923076923,Off-Peak,Smooth
2024-06-06,TFL-J-737890,Tube,Stratford,Paddington,2024-06-06 08:38:00,2024-06-06 09:13:00,3.78,19,Newham,Westminster,35.0,0.108,Peak AM,High Friction
2024-05-20,TFL-J-712874,Tube,Liverpool Street,Bank,2024-05-20 15:46:00,2024-05-20 16:06:00,4.82,0,City of London,City of London,20.0,0.24100000000000002,Off-Peak,Smooth
2024-12-11,TFL-J-483278,Overground,Liverpool Street,Canary Wharf,2024-12-11 08:42:00,2024-12-11 09:10:00,4.45,2,City of London,Tower Hamlets,28.0,0.15892857142857145,Peak AM,Smooth
2024-12-19,TFL-J-301418,Tube,Paddington,Bank,2024-12-19 09:43:00,2024-12-19 10:43:00,3.55,27,Westminster,City of London,60.0,0.059166666666666666,Peak AM,High Friction
2024-06-04,TFL-J-751951,Overground,Canary Wharf,Paddington,2024-06-04 07:36:00,2024-06-04 08:33:00,3.83,13,Tower Hamlets,Westminster,57.0,0.06719298245614035,Peak AM,High Friction
2024-07-09,TFL-J-347770,Tube,Euston,Stratford,2024-07-09 16:11:00,2024-07-09 16:36:00,2.98,2,Camden,Newham,25.0,0.1192,Peak PM,Smooth
2024-01-05,TFL-J-814642,Tube,Bank,Paddington,2024-01-05 08:59:00,2024-01-05 09:43:00,4.17,3,City of London,Westminster,44.0,0.09477272727272727,Peak AM,Smooth
2024-08-17,TFL-J-876531,Bus,Paddington,Victoria,2024-08-17 08:21:00,2024-08-17 08:39:00,1.75,0,Westminster,Westminster,18.0,0.09722222222222222,Peak AM,Smooth
2024-12-12,TFL-J-725005,Bus,Bank,Canary Wharf,2024-12-12 08:37:00,2024-12-12 09:11:00,4.76,4,City of London,Tower Hamlets,34.0,0.13999999999999999,Peak AM,Smooth
2024-10-12,TFL-J-511451,Tube,Bank,Victoria,2024-10-12 07:29:00,2024-10-12 07:53:00,3.42,2,City of London,Westminster,24.0,0.1425,Peak AM,Smooth
2024-11-19,TFL-J-439299,Tube,Euston,London Bridge,2024-11-19 21:14:00,2024-11-19 21:53:00,4.43,5,Camden,Southwark,39.0,0.11358974358974358,Night,Smooth
2024-01-10,TFL-J-989955,Bus,Liverpool Street,Kings Cross,2024-01-10 20:22:00,2024-01-10 20:51:00,1.75,0,City of London,Camden,29.0,0.0603448275862069,Night,Smooth
2024-06-19,TFL-J-112039,Tube,Bank,Stratford,2024-06-19 18:28:00,2024-06-19 19:10:00,5.12,21,City of London,Newham,42.0,0.1219047619047619,Peak PM,High Friction
2024-02-17,TFL-J-397849,Tube,Kings Cross,Euston,2024-02-17 17:40:00,2024-02-17 18:06:00,4.25,6,Camden,Camden,26.0,0.16346153846153846,Peak PM,Minor Delays
2024-05-07,TFL-J-562654,Bus,Paddington,Liverpool Street,2024-05-07 22:56:00,2024-05-07 23:24:00,1.75,0,Westminster,City of London,28.0,0.0625,Night,Smooth
2024-10-15,TFL-J-739343,Tube,Bank,Stratford,2024-10-15 13:28:00,2024-10-15 14:05:00,3.26,4,City of London,Newham,37.0,0.0881081081081081,Off-Peak,Smooth
2024-05-23,TFL-J-285340,Tube,Canary Wharf,Stratford,2024-05-23 08:05:00,2024-05-23 08:39:00,5.07,6,Tower Hamlets,Newham,34.0,0.14911764705882355,Peak AM,Minor Delays
2024-10-22,TFL-J-883377,Tube,Canary Wharf,Victoria,2024-10-22 17:56:00,2024-10-22 18:22:00,3.15,11,Tower Hamlets,Westminster,26.0,0.12115384615384615,Peak PM,High Friction
2024-06-10,TFL-J-171883,Bus,Euston,London Bridge,2024-06-10 17:05:00,2024-06-10 17:42:00,1.75,9,Camden,Southwark,37.0,0.0472972972972973,Peak PM,Minor Delays
2024-02-06,TFL-J-381227,Bus,London Bridge,Liverpool Street,2024-02-06 08:11:00,2024-02-06 09:07:00,1.75,17,Southwark,City of London,56.0,0.03125,Peak AM,High Friction
2024-11-11,TFL-J-667194,Tube,Stratford,Paddington,2024-11-11 08:08:00,2024-11-11 09:29:00,4.47,53,Newham,Westminster,81.0,0.055185185185185184,Peak AM,Severe Friction
2024-11-29,TFL-J-359534,Tube,Canary Wharf,Paddington,2024-11-29 12:53:00,2024-11-29 13:31:00,3.17,0,Tower Hamlets,Westminster,38.0,0.08342105263157895,Off-Peak,Smooth
2024-05-28,TFL-J-754974,Overground,Stratford,Victoria,2024-05-28 17:53:00,2024-05-28 18:45:00,5.29,21,Newham,Westminster,52.0,0.10173076923076924,Peak PM,High Friction
2024-09-18,TFL-J-720440,Tube,Euston,Paddington,2024-09-18 18:13:00,2024-09-18 18:37:00,4.05,4,Camden,Westminster,24.0,0.16874999999999998,Peak PM,Smooth
2024-12-01,TFL-J-218794,Bus,London Bridge,Bank,2024-12-01 08:05:00,2024-12-01 08:31:00,1.75,6,Southwark,City of London,26.0,0.0673076923076923,Peak AM,Minor Delays
2024-09-21,TFL-J-190451,Bus,Bank,Waterloo,2024-09-21 07:52:00,2024-09-21 07:56:00,9.4,1,City of London,Lambeth,4.0,2.35,Peak AM,Smooth
2024-10-07,TFL-J-535321,Tube,Kings Cross,Euston,2024-10-07 17:10:00,2024-10-07 18:02:00,4.3,10,Camden,Camden,52.0,0.08269230769230769,Peak PM,Minor Delays
2024-11-05,TFL-J-671569,Tube,Waterloo,Kings Cross,2024-11-05 09:14:00,2024-11-05 09:47:00,3.69,11,Lambeth,Camden,33.0,0.11181818181818182,Peak AM,High Friction
2024-03-16,TFL-J-978844,Bus,Victoria,Stratford,2024-03-16 08:25:00,2024-03-16 08:59:00,1.75,0,Westminster,Newham,34.0,0.051470588235294115,Peak AM,Smooth
2024-09-23,TFL-J-844171,Tube,Euston,Victoria,2024-09-23 18:53:00,2024-09-23 19:13:00,3.38,0,Camden,Westminster,20.0,0.16899999999999998,Peak PM,Smooth
2024-06-27,TFL-J-584501,Tube,Waterloo,London Bridge,2024-06-27 14:41:00,2024-06-27 15:07:00,3.86,1,Lambeth,Southwark,26.0,0.14846153846153845,Off-Peak,Smooth
2024-11-24,TFL-J-180770,Tube,Kings Cross,Waterloo,2024-11-24 09:28:00,2024-11-24 10:14:00,4.59,1,Camden,Lambeth,46.0,0.09978260869565217,Peak AM,Smooth
2024-04-11,TFL-J-813998,Tube,Euston,Victoria,2024-04-11 08:36:00,2024-04-11 09:23:00,11.86,6,Camden,Westminster,47.0,0.2523404255319149,Peak AM,Minor Delays
2024-03-28,TFL-J-399807,Tube,Kings Cross,Stratford,2024-03-28 15:25:00,2024-03-28 16:15:00,8.68,7,Camden,Newham,50.0,0.1736,Off-Peak,Minor Delays
2024-04-26,TFL-J-269742,Tube,Bank,London Bridge,2024-04-26 09:51:00,2024-04-26 10:19:00,5.4,0,City of London,Southwark,28.0,0.19285714285714287,Peak AM,Smooth
2024-02-27,TFL-J-469853,Bus,Canary Wharf,Euston,2024-02-27 07:10:00,2024-02-27 07:41:00,1.75,8,Tower Hamlets,Camden,31.0,0.056451612903225805,Peak AM,Minor Delays
2024-02-09,TFL-J-225348,Bus,Stratford,London Bridge,2024-02-09 17:16:00,2024-02-09 17:31:00,1.75,0,Newham,Southwark,15.0,0.11666666666666667,Peak PM,Smooth
2024-04-20,TFL-J-822752,Tube,Stratford,Bank,2024-04-20 15:06:00,2024-04-20 15:49:00,4.31,4,Newham,City of London,43.0,0.10023255813953487,Off-Peak,Smooth
2024-01-07,TFL-J-254173,Bus,Liverpool Street,Euston,2024-01-07 17:55:00,2024-01-07 18:21:00,3.64,5,City of London,Camden,26.0,0.14,Peak PM,Smooth
2024-10-16,TFL-J-442315,Tube,Paddington,Bank,2024-10-16 07:03:00,2024-10-16 07:50:00,3.44,16,Westminster,City of London,47.0,0.07319148936170213,Peak AM,High Friction
2024-02-23,TFL-J-431845,Tube,Waterloo,Bank,2024-02-23 15:05:00,2024-02-23 15:26:00,3.76,1,Lambeth,City of London,21.0,0.17904761904761904,Off-Peak,Smooth
2024-03-04,TFL-J-629035,Bus,Waterloo,Euston,2024-03-04 09:15:00,2024-03-04 10:15:00,1.75,22,Lambeth,Camden,60.0,0.029166666666666667,Peak AM,High Friction
2024-12-16,TFL-J-450868,Tube,Victoria,Canary Wharf,2024-12-16 14:43:00,2024-12-16 15:29:00,3.17,1,Westminster,Tower Hamlets,46.0,0.06891304347826087,Off-Peak,Smooth
2024-07-05,TFL-J-659757,Tube,Waterloo,Euston,2024-07-05 07:56:00,2024-07-05 08:44:00,2.95,3,Lambeth,Camden,48.0,0.06145833333333334,Peak AM,Smooth
2024-06-21,TFL-J-817500,Tube,Stratford,Victoria,2024-06-21 13:54:00,2024-06-21 14:31:00,3.45,0,Newham,Westminster,37.0,0.09324324324324325,Off-Peak,Smooth
2024-09-25,TFL-J-241660,Overground,Kings Cross,Bank,2024-09-25 10:25:00,2024-09-25 11:07:00,4.69,3,Camden,City of London,42.0,0.11166666666666668,Off-Peak,Smooth
2024-11-11,TFL-J-627508,Bus,Kings Cross,Euston,2024-11-11 09:55:00,2024-11-11 10:28:00,1.75,1,Camden,Camden,33.0,0.05303030303030303,Peak AM,Smooth
2024-10-09,TFL-J-102349,Tube,Paddington,Bank,2024-10-09 07:07:00,2024-10-09 07:24:00,3.08,0,Westminster,City of London,17.0,0.1811764705882353,Peak AM,Smooth
2024-11-22,TFL-J-803894,Bus,Victoria,Kings Cross,2024-11-22 16:55:00,2024-11-22 17:50:00,1.75,27,Westminster,Camden,55.0,0.031818181818181815,Peak PM,High Friction
2024-09-02,TFL-J-352539,Tube,Waterloo,Bank,2024-09-02 07:45:00,2024-09-02 08:08:00,4.57,8,Lambeth,City of London,23.0,0.19869565217391305,Peak AM,Minor Delays
2024-02-16,TFL-J-685649,Bus,Liverpool Street,Stratford,2024-02-16 18:28:00,2024-02-16 18:56:00,1.75,2,City of London,Newham,28.0,0.0625,Peak PM,Smooth
2024-12-02,TFL-J-841322,Tube,Paddington,Kings Cross,2024-12-02 09:40:00,2024-12-02 10:03:00,5.44,0,Westminster,Camden,23.0,0.2365217391304348,Peak AM,Smooth
2024-12-08,TFL-J-303958,Bus,Euston,London Bridge,2024-12-08 18:01:00,2024-12-08 18:52:00,1.75,10,Camden,Southwark,51.0,0.03431372549019608,Peak PM,Minor Delays
2024-03-13,TFL-J-662929,Bus,Liverpool Street,Waterloo,2024-03-13 08:14:00,2024-03-13 08:30:00,1.75,0,City of London,Lambeth,16.0,0.109375,Peak AM,Smooth
2024-06-07,TFL-J-761317,Tube,Victoria,Kings Cross,2024-06-07 11:15:00,2024-06-07 11:50:00,4.71,1,Westminster,Camden,35.0,0.13457142857142856,Off-Peak,Smooth
2024-03-03,TFL-J-547734,Tube,Stratford,Paddington,2024-03-03 23:07:00,2024-03-03 23:28:00,4.89,0,Newham,Westminster,21.0,0.23285714285714285,Night,Smooth
2024-04-08,TFL-J-525830,Tube,Stratford,London Bridge,2024-04-08 13:35:00,2024-04-08 14:16:00,13.35,2,Newham,Southwark,41.0,0.325609756097561,Off-Peak,Smooth
2024-03-31,TFL-J-947080,Tube,Paddington,Kings Cross,2024-03-31 08:11:00,2024-03-31 08:51:00,5.27,13,Westminster,Camden,40.0,0.13174999999999998,Peak AM,High Friction
2024-01-16,TFL-J-784092,Bus,Stratford,Bank,2024-01-16 12:44:00,2024-01-16 13:16:00,1.75,1,Newham,City of London,32.0,0.0546875,Off-Peak,Smooth
2024-04-03,TFL-J-380522,Tube,Euston,Waterloo,2024-04-03 22:31:00,2024-04-03 22:54:00,4.98,0,Camden,Lambeth,23.0,0.2165217391304348,Night,Smooth
2024-03-28,TFL-J-615685,Bus,Victoria,Euston,2024-03-28 08:58:00,2024-03-28 09:33:00,1.75,6,Westminster,Camden,35.0,0.05,Peak AM,Minor Delays
2024-09-13,TFL-J-526437,Bus,Stratford,Waterloo,2024-09-13 22:29:00,2024-09-13 22:57:00,1.75,6,Newham,Lambeth,28.0,0.0625,Night,Minor Delays
2024-11-06,TFL-J-512031,Bus,Liverpool Street,Victoria,2024-11-06 18:17:00,2024-11-06 19:09:00,1.75,24,City of London,Westminster,52.0,0.03365384615384615,Peak PM,High Friction
2024-02-09,TFL-J-979915,Tube,Stratford,London Bridge,2024-02-09 12:32:00,2024-02-09 13:29:00,5.08,13,Newham,Southwark,57.0,0.08912280701754387,Off-Peak,High Friction
2024-04-26,TFL-J-629043,Overground,London Bridge,Canary Wharf,2024-04-26 09:49:00,2024-04-26 10:58:00,5.22,29,Southwark,Tower Hamlets,69.0,0.07565217391304348,Peak AM,Severe Friction
2024-05-08,TFL-J-702298,Tube,Euston,Paddington,2024-05-08 09:11:00,2024-05-08 09:47:00,14.2,19,Camden,Westminster,36.0,0.39444444444444443,Peak AM,High Friction
2024-12-08,TFL-J-985907,Bus,Canary Wharf,Paddington,2024-12-08 07:22:00,2024-12-08 08:07:00,1.75,1,Tower Hamlets,Westminster,45.0,0.03888888888888889,Peak AM,Smooth
2024-06-14,TFL-J-668091,Tube,Kings Cross,Paddington,2024-06-14 17:53:00,2024-06-14 18:22:00,11.54,2,Camden,Westminster,29.0,0.39793103448275857,Peak PM,Smooth
2024-08-23,TFL-J-350837,Bus,Victoria,Paddington,2024-08-23 10:33:00,2024-08-23 11:02:00,1.75,2,Westminster,Westminster,29.0,0.0603448275862069,Off-Peak,Smooth
2024-08-24,TFL-J-212338,Tube,Canary Wharf,Stratford,2024-08-24 13:41:00,2024-08-24 13:50:00,9.4,2,Tower Hamlets,Newham,9.0,1.0444444444444445,Off-Peak,Smooth
2024-10-17,TFL-J-469362,Bus,Stratford,Euston,2024-10-17 13:56:00,2024-10-17 14:00:00,9.4,1,Newham,Camden,4.0,2.35,Off-Peak,Smooth
2024-04-18,TFL-J-410650,Tube,London Bridge,Liverpool Street,2024-04-18 17:41:00,2024-04-18 18:22:00,4.32,11,Southwark,City of London,41.0,0.1053658536585366,Peak PM,High Friction
2024-08-12,TFL-J-234393,Overground,London Bridge,Waterloo,2024-08-12 10:11:00,2024-08-12 10:29:00,4.55,0,Southwark,Lambeth,18.0,0.25277777777777777,Off-Peak,Smooth
2024-07-14,TFL-J-184934,Tube,Euston,Paddington,2024-07-14 18:18:00,2024-07-14 18:48:00,4.82,11,Camden,Westminster,30.0,0.16066666666666668,Peak PM,High Friction
2024-04-05,TFL-J-168230,Bus,Bank,Liverpool Street,2024-04-05 11:05:00,2024-04-05 11:46:00,1.75,3,City of London,City of London,41.0,0.042682926829268296,Off-Peak,Smooth
2024-02-02,TFL-J-612009,Tube,Victoria,Liverpool Street,2024-02-02 11:48:00,2024-02-02 12:26:00,4.16,5,Westminster,City of London,38.0,0.10947368421052632,Off-Peak,Smooth
2024-12-24,TFL-J-584512,Bus,Liverpool Street,Bank,2024-12-24 19:56:00,2024-12-24 20:17:00,1.75,0,City of London,City of London,21.0,0.08333333333333333,Night,Smooth
2024-03-11,TFL-J-315401,Tube,Liverpool Street,Canary Wharf,2024-03-11 09:47:00,2024-03-11 10:09:00,3.79,5,City of London,Tower Hamlets,22.0,0.17227272727272727,Peak AM,Smooth
2024-09-24,TFL-J-533779,Tube,Liverpool Street,London Bridge,2024-09-24 09:31:00,2024-09-24 09:37:00,9.4,0,City of London,Southwark,6.0,1.5666666666666667,Peak AM,Smooth
2024-12-09,TFL-J-256119,Bus,Victoria,Paddington,2024-12-09 07:06:00,2024-12-09 07:46:00,1.75,15,Westminster,Westminster,40.0,0.04375,Peak AM,High Friction
2024-08-06,TFL-J-291211,Tube,Paddington,Victoria,2024-08-06 08:59:00,2024-08-06 09:58:00,4.61,16,Westminster,Westminster,59.0,0.07813559322033899,Peak AM,High Friction
2024-01-10,TFL-J-592256,Overground,Victoria,Paddington,2024-01-10 17:03:00,2024-01-10 18:00:00,3.75,28,Westminster,Westminster,57.0,0.06578947368421052,Peak PM,High Friction
2024-07-05,TFL-J-843204,Tube,Canary Wharf,Victoria,2024-07-05 11:08:00,2024-07-05 11:47:00,3.44,2,Tower Hamlets,Westminster,39.0,0.0882051282051282,Off-Peak,Smooth
2024-11-26,TFL-J-254836,Bus,Liverpool Street,Euston,2024-11-26 18:26:00,2024-11-26 19:21:00,1.75,30,City of London,Camden,55.0,0.031818181818181815,Peak PM,High Friction
2024-04-17,TFL-J-180212,Bus,London Bridge,Stratford,2024-04-17 15:45:00,2024-04-17 16:21:00,1.75,0,Southwark,Newham,36.0,0.04861111111111111,Off-Peak,Smooth
2024-07-18,TFL-J-859895,Tube,Paddington,Victoria,2024-07-18 08:19:00,2024-07-18 09:00:00,9.47,21,Westminster,Westminster,41.0,0.23097560975609757,Peak AM,High Friction
2024-04-14,TFL-J-603376,Bus,Liverpool Street,Waterloo,2024-04-14 07:34:00,2024-04-14 08:06:00,1.75,14,City of London,Lambeth,32.0,0.0546875,Peak AM,High Friction
2024-05-23,TFL-J-472018,Bus,Euston,London Bridge,2024-05-23 16:40:00,2024-05-23 17:50:00,1.75,26,Camden,Southwark,70.0,0.025,Peak PM,High Friction
2024-12-23,TFL-J-590749,Tube,Euston,Bank,2024-12-23 08:34:00,2024-12-23 09:16:00,4.43,9,Camden,City of London,42.0,0.10547619047619047,Peak AM,Minor Delays
2024-11-10,TFL-J-893244,Tube,Stratford,Liverpool Street,2024-11-10 19:28:00,2024-11-10 20:03:00,4.74,1,Newham,City of London,35.0,0.13542857142857143,Night,Smooth
2024-01-08,TFL-J-863470,Tube,London Bridge,Canary Wharf,2024-01-08 08:04:00,2024-01-08 08:59:00,3.08,12,Southwark,Tower Hamlets,55.0,0.056,Peak AM,High Friction
2024-12-01,TFL-J-152352,Tube,Liverpool Street,Stratford,2024-12-01 11:43:00,2024-12-01 12:32:00,4.53,13,City of London,Newham,49.0,0.09244897959183673,Off-Peak,High Friction
2024-10-22,TFL-J-402962,Overground,Liverpool Street,London Bridge,2024-10-22 17:17:00,2024-10-22 17:37:00,12.56,3,City of London,Southwark,20.0,0.628,Peak PM,Smooth
2024-04-18,TFL-J-388832,Tube,Stratford,Kings Cross,2024-04-18 17:16:00,2024-04-18 17:54:00,4.69,17,Newham,Camden,38.0,0.12342105263157896,Peak PM,High Friction
2024-09-10,TFL-J-314961,Overground,Euston,Waterloo,2024-09-10 11:19:00,2024-09-10 11:44:00,3.75,2,Camden,Lambeth,25.0,0.15,Off-Peak,Smooth
2024-04-15,TFL-J-847328,Tube,Liverpool Street,Victoria,2024-04-15 14:31:00,2024-04-15 14:53:00,3.68,3,City of London,Westminster,22.0,0.16727272727272727,Off-Peak,Smooth
2024-12-13,TFL-J-280684,Tube,Kings Cross,Liverpool Street,2024-12-13 13:27:00,2024-12-13 13:54:00,5.39,4,Camden,City of London,27.0,0.19962962962962963,Off-Peak,Smooth
2024-02-06,TFL-J-236193,Bus,London Bridge,Stratford,2024-02-06 15:37:00,2024-02-06 16:06:00,1.75,4,Southwark,Newham,29.0,0.0603448275862069,Off-Peak,Smooth
2024-12-26,TFL-J-771170,Overground,Paddington,London Bridge,2024-12-26 12:34:00,2024-12-26 13:16:00,4.47,1,Westminster,Southwark,42.0,0.10642857142857143,Off-Peak,Smooth
2024-01-04,TFL-J-141554,Tube,Stratford,Victoria,2024-01-04 09:01:00,2024-01-04 09:39:00,5.02,6,Newham,Westminster,38.0,0.13210526315789473,Peak AM,Minor Delays
2024-09-07,TFL-J-844841,Tube,Liverpool Street,Bank,2024-09-07 09:56:00,2024-09-07 10:23:00,3.32,3,City of London,City of London,27.0,0.12296296296296295,Peak AM,Smooth
2024-01-01,TFL-J-959418,Tube,Kings Cross,Euston,2024-01-01 12:12:00,2024-01-01 12:47:00,4.01,3,Camden,Camden,35.0,0.11457142857142856,Off-Peak,Smooth
2024-02-09,TFL-J-624896,Tube,Kings Cross,Euston,2024-02-09 07:06:00,2024-02-09 07:40:00,10.06,3,Camden,Camden,34.0,0.2958823529411765,Peak AM,Smooth
2024-08-31,TFL-J-987724,Bus,Stratford,Waterloo,2024-08-31 08:54:00,2024-08-31 09:26:00,1.75,17,Newham,Lambeth,32.0,0.0546875,Peak AM,High Friction
2024-08-27,TFL-J-639981,Tube,Bank,Kings Cross,2024-08-27 23:37:00,2024-08-28 00:19:00,5.26,0,City of London,Camden,42.0,0.12523809523809523,Night,Smooth
2024-03-28,TFL-J-918213,Bus,Kings Cross,Stratford,2024-03-28 17:53:00,2024-03-28 18:17:00,1.75,1,Camden,Newham,24.0,0.07291666666666667,Peak PM,Smooth
2024-06-26,TFL-J-628535,Tube,Liverpool Street,Victoria,2024-06-26 07:09:00,2024-06-26 07:46:00,4.05,18,City of London,Westminster,37.0,0.10945945945945945,Peak AM,High Friction
2024-06-24,TFL-J-865595,Overground,London Bridge,Liverpool Street,2024-06-24 11:04:00,2024-06-24 11:34:00,5.38,0,Southwark,City of London,30.0,0.17933333333333332,Off-Peak,Smooth
2024-04-15,TFL-J-962585,Tube,Bank,Kings Cross,2024-04-15 13:57:00,2024-04-15 14:41:00,2.81,0,City of London,Camden,44.0,0.06386363636363636,Off-Peak,Smooth
