Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration
2024-02-09,TFL-J-979915,Tube,Stratford,London Bridge,2024-02-09 12:32:00,2024-02-09 13:29:00,5.08,13,Newham,Southwark,57.0
2024-04-26,TFL-J-629043,Overground,London Bridge,Canary Wharf,2024-04-26 09:49:00,2024-04-26 10:58:00,5.22,29,Southwark,Tower Hamlets,69.0
2024-05-08,TFL-J-702298,Tube,Euston,Paddington,2024-05-08 09:11:00,2024-05-08 09:47:00,14.2,19,Camden,Westminster,36.0
2024-12-08,TFL-J-985907,Bus,Canary Wharf,Paddington,2024-12-08 07:22:00,2024-12-08 08:07:00,1.75,1,Tower Hamlets,Westminster,45.0
2024-06-14,TFL-J-668091,Tube,Kings Cross,Paddington,2024-06-14 17:53:00,2024-06-14 18:22:00,11.54,2,Camden,Westminster,29.0
2024-08-23,TFL-J-350837,Bus,Victoria,Paddington,2024-08-23 10:33:00,2024-08-23 11:02:00,1.75,2,Westminster,Westminster,29.0
2024-08-24,TFL-J-212338,Tube,Canary Wharf,Stratford,2024-08-24 13:41:00,2024-08-24 13:50:00,9.4,2,Tower Hamlets,Newham,9.0
2024-10-17,TFL-J-469362,Bus,Stratford,Euston,2024-10-17 13:56:00,2024-10-17 14:00:00,9.4,1,Newham,Camden,4.0
2024-04-18,TFL-J-410650,Tube,London Bridge,Liverpool Street,2024-04-18 17:41:00,2024-04-18 18:22:00,4.32,11,Southwark,City of London,41.0
2024-08-12,TFL-J-234393,Overground,London Bridge,Waterloo,2024-08-12 10:11:00,2024-08-12 10:29:00,4.55,0,Southwark,Lambeth,18.0
2024-07-14,TFL-J-184934,Tube,Euston,Paddington,2024-07-14 18:18:00,2024-07-14 18:48:00,4.82,11,Camden,Westminster,30.0
2024-04-05,TFL-J-168230,Bus,Bank,Liverpool Street,2024-04-05 11:05:00,2024-04-05 11:46:00,1.75,3,City of London,City of London,41.0
2024-02-02,TFL-J-612009,Tube,Victoria,Liverpool Street,2024-02-02 11:48:00,2024-02-02 12:26:00,4.16,5,Westminster,City of London,38.0
2024-12-24,TFL-J-584512,Bus,Liverpool Street,Bank,2024-12-24 19:56:00,2024-12-24 20:17:00,1.75,0,City of London,City of London,21.0
2024-03-11,TFL-J-315401,Tube,Liverpool Street,Canary Wharf,2024-03-11 09:47:00,2024-03-11 10:09:00,3.79,5,City of London,Tower Hamlets,22.0
2024-09-24,TFL-J-533779,Tube,Liverpool Street,London Bridge,2024-09-24 09:31:00,2024-09-24 09:37:00,9.4,0,City of London,Southwark,6.0
2024-12-09,TFL-J-256119,Bus,Victoria,Paddington,2024-12-09 07:06:00,2024-12-09 07:46:00,1.75,15,Westminster,Westminster,40.0
2024-08-06,TFL-J-291211,Tube,Paddington,Victoria,2024-08-06 08:59:00,2024-08-06 09:58:00,4.61,16,Westminster,Westminster,59.0
2024-01-10,TFL-J-592256,Overground,Victoria,Paddington,2024-01-10 17:03:00,2024-01-10 18:00:00,3.75,28,Westminster,Westminster,57.0
2024-07-05,TFL-J-843204,Tube,Canary Wharf,Victoria,2024-07-05 11:08:00,2024-07-05 11:47:00,3.44,2,Tower Hamlets,Westminster,39.0
2024-11-26,TFL-J-254836,Bus,Liverpool Street,Euston,2024-11-26 18:26:00,2024-11-26 19:21:00,1.75,30,City of London,Camden,55.0
2024-04-17,TFL-J-180212,Bus,London Bridge,Stratford,2024-04-17 15:45:00,2024-04-17 16:21:00,1.75,0,Southwark,Newham,36.0
2024-07-18,TFL-J-859895,Tube,Paddington,Victoria,2024-07-18 08:19:00,2024-07-18 09:00:00,9.47,21,Westminster,Westminster,41.0
2024-04-14,TFL-J-603376,Bus,Liverpool Street,Waterloo,2024-04-14 07:34:00,2024-04-14 08:06:00,1.75,14,City of London,Lambeth,32.0
2024-05-23,TFL-J-472018,Bus,Euston,London Bridge,2024-05-23 16:40:00,2024-05-23 17:50:00,1.75,26,Camden,Southwark,70.0
2024-12-23,TFL-J-590749,Tube,Euston,Bank,2024-12-23 08:34:00,2024-12-23 09:16:00,4.43,9,Camden,City of London,42.0
2024-11-10,TFL-J-893244,Tube,Stratford,Liverpool Street,2024-11-10 19:28:00,2024-11-10 20:03:00,4.74,1,Newham,City of London,35.0
2024-01-08,TFL-J-863470,Tube,London Bridge,Canary Wharf,2024-01-08 08:04:00,2024-01-08 08:59:00,3.08,12,Southwark,Tower Hamlets,55.0
2024-12-01,TFL-J-152352,Tube,Liverpool Street,Stratford,2024-12-01 11:43:00,2024-12-01 12:32:00,4.53,13,City of London,Newham,49.0
2024-10-22,TFL-J-402962,Overground,Liverpool Street,London Bridge,2024-10-22 17:17:00,2024-10-22 17:37:00,12.56,3,City of London,Southwark,20.0
2024-04-18,TFL-J-388832,Tube,Stratford,Kings Cross,2024-04-18 17:16:00,2024-04-18 17:54:00,4.69,17,Newham,Camden,38.0
2024-09-10,TFL-J-314961,Overground,Euston,Waterloo,2024-09-10 11:19:00,2024-09-10 11:44:00,3.75,2,Camden,Lambeth,25.0
2024-04-15,TFL-J-847328,Tube,Liverpool Street,Victoria,2024-04-15 14:31:00,2024-04-15 14:53:00,3.68,3,City of London,Westminster,22.0
2024-12-13,TFL-J-280684,Tube,Kings Cross,Liverpool Street,2024-12-13 13:27:00,2024-12-13 13:54:00,5.39,4,Camden,City of London,27.0
2024-02-06,TFL-J-236193,Bus,London Bridge,Stratford,2024-02-06 15:37:00,2024-02-06 16:06:00,1.75,4,Southwark,Newham,29.0
2024-12-26,TFL-J-771170,Overground,Paddington,London Bridge,2024-12-26 12:34:00,2024-12-26 13:16:00,4.47,1,Westminster,Southwark,42.0
2024-01-04,TFL-J-141554,Tube,Stratford,Victoria,2024-01-04 09:01:00,2024-01-04 09:39:00,5.02,6,Newham,Westminster,38.0
2024-09-07,TFL-J-844841,Tube,Liverpool Street,Bank,2024-09-07 09:56:00,2024-09-07 10:23:00,3.32,3,City of London,City of London,27.0
2024-01-01,TFL-J-959418,Tube,Kings Cross,Euston,2024-01-01 12:12:00,2024-01-01 12:47:00,4.01,3,Camden,Camden,35.0
2024-02-09,TFL-J-624896,Tube,Kings Cross,Euston,2024-02-09 07:06:00,2024-02-09 07:40:00,10.06,3,Camden,Camden,34.0
2024-08-31,TFL-J-987724,Bus,Stratford,Waterloo,2024-08-31 08:54:00,2024-08-31 09:26:00,1.75,17,Newham,Lambeth,32.0
2024-08-27,TFL-J-639981,Tube,Bank,Kings Cross,2024-08-27 23:37:00,2024-08-28 00:19:00,5.26,0,City of London,Camden,42.0
2024-03-28,TFL-J-918213,Bus,Kings Cross,Stratford,2024-03-28 17:53:00,2024-03-28 18:17:00,1.75,1,Camden,Newham,24.0
2024-06-26,TFL-J-628535,Tube,Liverpool Street,Victoria,2024-06-26 07:09:00,2024-06-26 07:46:00,4.05,18,City of London,Westminster,37.0
2024-06-24,TFL-J-865595,Overground,London Bridge,Liverpool Street,2024-06-24 11:04:00,2024-06-24 11:34:00,5.38,0,Southwark,City of London,30.0
2024-04-15,TFL-J-962585,Tube,Bank,Kings Cross,2024-04-15 13:57:00,2024-04-15 14:41:00,2.81,0,City of London,Camden,44.0
2024-05-24,TFL-J-701584,Bus,Waterloo,Paddington,2024-05-24 07:33:00,2024-05-24 08:06:00,1.75,11,Lambeth,Westminster,33.0
2024-03-13,TFL-J-353898,Overground,London Bridge,Liverpool Street,2024-03-13 08:02:00,2024-03-13 08:41:00,5.42,1,Southwark,City of London,39.0
2024-06-08,TFL-J-299974,Tube,Stratford,Bank,2024-06-08 16:02:00,2024-06-08 16:33:00,5.26,8,Newham,City of London,31.0
2024-09-18,TFL-J-153230,Tube,Canary Wharf,Bank,2024-09-18 16:06:00,2024-09-18 17:03:00,3.85,14,Tower Hamlets,City of London,57.0
2024-04-02,TFL-J-254756,Bus,Victoria,Kings Cross,2024-04-02 21:26:00,2024-04-02 21:51:00,1.75,6,Westminster,Camden,25.0
2024-12-28,TFL-J-153643,Tube,Victoria,Waterloo,2024-12-28 07:40:00,2024-12-28 08:25:00,7.88,15,Westminster,Lambeth,45.0
2024-04-17,TFL-J-881958,Tube,London Bridge,Canary Wharf,2024-04-17 09:06:00,2024-04-17 09:49:00,4.26,2,Southwark,Tower Hamlets,43.0
2024-10-24,TFL-J-402138,Tube,Victoria,Bank,2024-10-24 08:40:00,2024-10-24 09:09:00,3.22,0,Westminster,City of London,29.0
2024-11-10,TFL-J-939587,Tube,Victoria,Canary Wharf,2024-11-10 14:13:00,2024-11-10 14:57:00,3.71,0,Westminster,Tower Hamlets,44.0
2024-01-05,TFL-J-931031,Tube,Waterloo,Kings Cross,2024-01-05 12:45:00,2024-01-05 13:30:00,4.65,3,Lambeth,Camden,45.0
2024-01-05,TFL-J-630544,Bus,Paddington,Stratford,2024-01-05 09:15:00,2024-01-05 09:45:00,1.75,14,Westminster,Newham,30.0
2024-07-25,TFL-J-510017,Bus,London Bridge,Liverpool Street,2024-07-25 18:13:00,2024-07-25 18:35:00,1.75,6,Southwark,City of London,22.0
2024-03-11,TFL-J-984043,Tube,Victoria,London Bridge,2024-03-11 20:38:00,2024-03-11 21:06:00,3.97,4,Westminster,Southwark,28.0
2024-04-05,TFL-J-525757,Tube,Kings Cross,Canary Wharf,2024-04-05 08:38:00,2024-04-05 09:23:00,3.29,4,Camden,Tower Hamlets,45.0
2024-03-11,TFL-J-475640,Tube,Waterloo,Liverpool Street,2024-03-11 22:22:00,2024-03-11 22:27:00,9.4,0,Lambeth,City of London,5.0
2024-03-11,TFL-J-164877,Tube,Victoria,Bank,2024-03-11 16:02:00,2024-03-11 16:29:00,3.78,4,Westminster,City of London,27.0
2024-03-20,TFL-J-208555,Bus,Canary Wharf,Victoria,2024-03-20 16:15:00,2024-03-20 16:55:00,1.75,4,Tower Hamlets,Westminster,40.0
2024-03-07,TFL-J-887335,Bus,Liverpool Street,Stratford,2024-03-07 17:13:00,2024-03-07 17:46:00,1.75,10,City of London,Newham,33.0
2024-09-01,TFL-J-441067,Tube,Victoria,Kings Cross,2024-09-01 16:53:00,2024-09-01 17:17:00,3.02,5,Westminster,Camden,24.0
2024-01-07,TFL-J-678926,Overground,Paddington,London Bridge,2024-01-07 18:31:00,2024-01-07 19:48:00,3.51,51,Westminster,Southwark,77.0
2024-05-18,TFL-J-276692,Bus,Liverpool Street,Victoria,2024-05-18 09:57:00,2024-05-18 10:06:00,9.4,20,City of London,Westminster,9.0
2024-07-08,TFL-J-798427,Bus,Waterloo,Euston,2024-07-08 09:48:00,2024-07-08 10:37:00,1.75,20,Lambeth,Camden,49.0
2024-06-25,TFL-J-870375,Bus,Paddington,Victoria,2024-06-25 18:09:00,2024-06-25 19:09:00,1.75,20,Westminster,Westminster,60.0
2024-05-18,TFL-J-478188,Tube,Kings Cross,Waterloo,2024-05-18 17:42:00,2024-05-18 18:02:00,3.98,3,Camden,Lambeth,20.0
2024-12-04,TFL-J-984016,Bus,Victoria,Stratford,2024-12-04 16:13:00,2024-12-04 17:04:00,1.75,23,Westminster,Newham,51.0
2024-08-08,TFL-J-302294,Tube,Euston,Canary Wharf,2024-08-08 07:53:00,2024-08-08 08:33:00,2.95,0,Camden,Tower Hamlets,40.0
2024-09-24,TFL-J-438709,Bus,Euston,London Bridge,2024-09-24 23:52:00,2024-09-25 00:32:00,1.75,5,Camden,Southwark,40.0
2024-03-23,TFL-J-792111,Tube,London Bridge,Waterloo,2024-03-23 09:06:00,2024-03-23 09:40:00,5.0,9,Southwark,Lambeth,34.0
2024-09-06,TFL-J-443141,Overground,Victoria,Bank,2024-09-06 16:02:00,2024-09-06 16:36:00,3.95,13,Westminster,City of London,34.0
2024-04-05,TFL-J-311261,Tube,Euston,Canary Wharf,2024-04-05 08:18:00,2024-04-05 08:41:00,4.44,6,Camden,Tower Hamlets,23.0
2024-02-18,TFL-J-647726,Bus,Paddington,Bank,2024-02-18 13:12:00,2024-02-18 13:37:00,1.75,0,Westminster,City of London,25.0
2024-01-10,TFL-J-734595,Tube,Euston,Waterloo,2024-01-10 14:34:00,2024-01-10 15:13:00,3.25,1,Camden,Lambeth,39.0
2024-04-27,TFL-J-888229,Bus,Bank,Liverpool Street,2024-04-27 18:48:00,2024-04-27 19:11:00,1.75,7,City of London,City of London,23.0
2024-08-05,TFL-J-145759,Tube,London Bridge,Waterloo,2024-08-05 08:16:00,2024-08-05 09:05:00,5.05,7,Southwark,Lambeth,49.0
2024-05-26,TFL-J-615042,Tube,Kings Cross,Waterloo,2024-05-26 19:30:00,2024-05-26 19:54:00,3.94,1,Camden,Lambeth,24.0
2024-07-17,TFL-J-359867,Tube,London Bridge,Stratford,2024-07-17 18:29:00,2024-07-17 19:25:00,4.72,14,Southwark,Newham,56.0
2024-06-10,TFL-J-948392,Overground,Euston,Victoria,2024-06-10 08:13:00,2024-06-10 09:02:00,5.4,20,Camden,Westminster,49.0
2024-11-20,TFL-J-663925,Bus,Paddington,Liverpool Street,2024-11-20 23:22:00,2024-11-21 00:08:00,1.75,1,Westminster,City of London,46.0
2024-10-05,TFL-J-135454,Bus,Bank,Waterloo,2024-10-05 07:54:00,2024-10-05 08:23:00,3.74,9,City of London,Lambeth,29.0
2024-10-05,TFL-J-759893,Tube,Stratford,Liverpool Street,2024-10-05 09:06:00,2024-10-05 09:45:00,3.61,2,Newham,City of London,39.0
2024-01-02,TFL-J-133458,Bus,London Bridge,Paddington,2024-01-02 09:50:00,2024-01-02 10:28:00,1.75,3,Southwark,Westminster,38.0
2024-12-28,TFL-J-251166,Tube,Canary Wharf,Liverpool Street,2024-12-28 08:24:00,2024-12-28 09:13:00,3.06,13,Tower Hamlets,City of London,49.0
2024-07-25,TFL-J-192459,Tube,Paddington,Stratford,2024-07-25 11:00:00,2024-07-25 11:17:00,4.23,0,Westminster,Newham,17.0
2024-02-29,TFL-J-504610,Bus,Euston,London Bridge,2024-02-29 14:31:00,2024-02-29 15:21:00,1.75,5,Camden,Southwark,50.0
2024-07-04,TFL-J-638107,Tube,London Bridge,Victoria,2024-07-04 07:35:00,2024-07-04 08:20:00,5.12,3,Southwark,Westminster,45.0
2024-10-07,TFL-J-605377,Tube,Euston,Liverpool Street,2024-10-07 22:42:00,2024-10-07 23:25:00,2.84,2,Camden,City of London,43.0
2024-12-25,TFL-J-199339,Tube,Liverpool Street,Victoria,2024-12-25 08:53:00,2024-12-25 09:38:00,5.49,0,City of London,Westminster,45.0
2024-08-01,TFL-J-951758,Bus,Euston,Waterloo,2024-08-01 21:21:00,2024-08-01 22:06:00,1.75,3,Camden,Lambeth,45.0
2024-03-12,TFL-J-391914,Tube,London Bridge,Paddington,2024-03-12 09:33:00,2024-03-12 10:16:00,4.37,7,Southwark,Westminster,43.0
2024-04-11,TFL-J-293756,Tube,Liverpool Street,Victoria,2024-04-11 16:11:00,2024-04-11 16:53:00,4.98,7,City of London,Westminster,42.0
2024-08-06,TFL-J-131552,Tube,Kings Cross,Waterloo,2024-08-06 09:51:00,2024-08-06 10:41:00,4.33,30,Camden,Lambeth,50.0
2024-07-09,TFL-J-804042,Bus,Victoria,Liverpool Street,2024-07-09 17:22:00,2024-07-09 18:26:00,1.75,47,Westminster,City of London,64.0
2024-12-25,TFL-J-672150,Tube,Euston,Canary Wharf,2024-12-25 14:28:00,2024-12-25 14:56:00,3.55,4,Camden,Tower Hamlets,28.0
2024-01-10,TFL-J-915779,Tube,Paddington,Kings Cross,2024-01-10 07:39:00,2024-01-10 08:33:00,4.07,23,Westminster,Camden,54.0
2024-10-31,TFL-J-793287,Tube,Canary Wharf,Victoria,2024-10-31 07:18:00,2024-10-31 08:00:00,4.01,5,Tower Hamlets,Westminster,42.0
2024-03-05,TFL-J-857267,Tube,Canary Wharf,Victoria,2024-03-05 17:58:00,2024-03-05 18:25:00,4.16,6,Tower Hamlets,Westminster,27.0
2024-08-07,TFL-J-275767,Tube,Paddington,London Bridge,2024-08-07 17:06:00,2024-08-07 17:55:00,3.87,4,Westminster,Southwark,49.0
2024-04-24,TFL-J-804290,Bus,Liverpool Street,Bank,2024-04-24 10:01:00,2024-04-24 10:31:00,1.75,1,City of London,City of London,30.0
2024-05-31,TFL-J-487749,Tube,Victoria,Stratford,2024-05-31 22:14:00,2024-05-31 22:39:00,3.31,1,Westminster,Newham,25.0
2024-11-16,TFL-J-728115,Tube,Victoria,Canary Wharf,2024-11-16 07:06:00,2024-11-16 07:37:00,5.34,2,Westminster,Tower Hamlets,31.0
2024-11-04,TFL-J-295433,Bus,Victoria,Canary Wharf,2024-11-04 16:20:00,2024-11-04 16:44:00,1.75,2,Westminster,Tower Hamlets,24.0
2024-06-15,TFL-J-444478,Bus,Stratford,Paddington,2024-06-15 13:57:00,2024-06-15 14:28:00,1.75,10,Newham,Westminster,31.0
2024-09-24,TFL-J-614099,Overground,London Bridge,Bank,2024-09-24 18:43:00,2024-09-24 19:34:00,4.0,26,Southwark,City of London,51.0
2024-04-18,TFL-J-729552,Overground,Euston,Paddington,2024-04-18 16:27:00,2024-04-18 16:52:00,5.41,9,Camden,Westminster,25.0
2024-04-16,TFL-J-377342,Bus,Kings Cross,Victoria,2024-04-16 17:24:00,2024-04-16 18:17:00,1.75,12,Camden,Westminster,53.0
2024-05-04,TFL-J-408389,Tube,Stratford,London Bridge,2024-05-04 18:47:00,2024-05-04 19:22:00,3.6,2,Newham,Southwark,35.0
2024-03-13,TFL-J-118324,Tube,Victoria,London Bridge,2024-03-13 18:36:00,2024-03-13 19:09:00,4.83,4,Westminster,Southwark,33.0
2024-07-22,TFL-J-488591,Tube,Waterloo,Paddington,2024-07-22 09:10:00,2024-07-22 09:58:00,5.11,12,Lambeth,Westminster,48.0
2024-08-27,TFL-J-190405,Tube,Victoria,Kings Cross,2024-08-27 17:36:00,2024-08-27 18:05:00,3.29,8,Westminster,Camden,29.0
2024-01-31,TFL-J-328082,Tube,Waterloo,Euston,2024-01-31 08:01:00,2024-01-31 08:55:00,3.05,17,Lambeth,Camden,54.0
2024-10-01,TFL-J-958658,Tube,Liverpool Street,Bank,2024-10-01 08:06:00,2024-10-01 08:42:00,2.97,18,City of London,City of London,36.0
2024-09-01,TFL-J-660288,Tube,Liverpool Street,Euston,2024-09-01 18:35:00,2024-09-01 19:06:00,5.37,12,City of London,Camden,31.0
2024-01-28,TFL-J-687371,Tube,Victoria,Canary Wharf,2024-01-28 13:18:00,2024-01-28 13:54:00,2.96,3,Westminster,Tower Hamlets,36.0
2024-12-16,TFL-J-373037,Bus,Canary Wharf,London Bridge,2024-12-16 08:37:00,2024-12-16 09:09:00,1.75,9,Tower Hamlets,Southwark,32.0
2024-10-04,TFL-J-666637,Bus,Waterloo,Euston,2024-10-04 23:44:00,2024-10-05 00:14:00,1.75,7,Lambeth,Camden,30.0
2024-02-29,TFL-J-469509,Bus,Waterloo,Stratford,2024-02-29 16:49:00,2024-02-29 17:20:00,1.75,10,Lambeth,Newham,31.0
2024-10-18,TFL-J-327923,Tube,London Bridge,Paddington,2024-10-18 18:42:00,2024-10-18 19:10:00,3.26,12,Southwark,Westminster,28.0
2024-08-06,TFL-J-796078,Tube,Stratford,Euston,2024-08-06 07:47:00,2024-08-06 08:21:00,5.44,19,Newham,Camden,34.0
2024-08-09,TFL-J-265424,Tube,Liverpool Street,Stratford,2024-08-09 09:39:00,2024-08-09 10:37:00,4.06,38,City of London,Newham,58.0
2024-03-04,TFL-J-661578,Bus,Paddington,Euston,2024-03-04 10:38:00,2024-03-04 11:11:00,1.75,3,Westminster,Camden,33.0
2024-01-19,TFL-J-520712,Tube,Paddington,London Bridge,2024-01-19 15:30:00,2024-01-19 16:15:00,9.15,4,Westminster,Southwark,45.0
2024-04-25,TFL-J-673903,Tube,London Bridge,Bank,2024-04-25 16:09:00,2024-04-25 17:03:00,5.22,10,Southwark,City of London,54.0
2024-11-15,TFL-J-237803,Tube,Canary Wharf,London Bridge,2024-11-15 16:41:00,2024-11-15 16:51:00,9.4,2,Tower Hamlets,Southwark,10.0
2024-01-11,TFL-J-444586,Tube,Kings Cross,Stratford,2024-01-11 18:13:00,2024-01-11 18:53:00,5.36,6,Camden,Newham,40.0
2024-08-04,TFL-J-404607,Overground,Paddington,Canary Wharf,2024-08-04 09:31:00,2024-08-04 09:55:00,4.72,4,Westminster,Tower Hamlets,24.0
2024-02-18,TFL-J-949644,Bus,Victoria,Canary Wharf,2024-02-18 07:56:00,2024-02-18 08:44:00,1.75,3,Westminster,Tower Hamlets,48.0
2024-02-14,TFL-J-966467,Tube,Kings Cross,Liverpool Street,2024-02-14 09:46:00,2024-02-14 10:20:00,5.02,18,Camden,City of London,34.0
2024-02-01,TFL-J-943864,Overground,Victoria,Canary Wharf,2024-02-01 18:05:00,2024-02-01 18:29:00,3.48,3,Westminster,Tower Hamlets,24.0
2024-03-08,TFL-J-235474,Overground,Kings Cross,Canary Wharf,2024-03-08 09:40:00,2024-03-08 10:10:00,5.02,0,Camden,Tower Hamlets,30.0
2024-08-20,TFL-J-282234,Tube,Victoria,Stratford,2024-08-20 14:01:00,2024-08-20 14:53:00,4.15,9,Westminster,Newham,52.0
2024-10-15,TFL-J-391435,Tube,Liverpool Street,Euston,2024-10-15 13:50:00,2024-10-15 14:20:00,3.44,4,City of London,Camden,30.0
2024-03-30,TFL-J-221536,Tube,Bank,Liverpool Street,2024-03-30 08:18:00,2024-03-30 08:53:00,2.85,20,City of London,City of London,35.0
2024-09-29,TFL-J-791178,Tube,Stratford,Paddington,2024-09-29 07:58:00,2024-09-29 08:57:00,5.09,36,Newham,Westminster,59.0
2024-04-26,TFL-J-969214,Overground,Paddington,Canary Wharf,2024-04-26 11:36:00,2024-04-26 12:05:00,5.14,1,Westminster,Tower Hamlets,29.0
2024-12-06,TFL-J-183912,Tube,Liverpool Street,Victoria,2024-12-06 08:40:00,2024-12-06 09:57:00,3.4,39,City of London,Westminster,77.0
2024-08-07,TFL-J-785477,Tube,Waterloo,Stratford,2024-08-07 07:43:00,2024-08-07 08:28:00,4.28,24,Lambeth,Newham,45.0
2024-05-04,TFL-J-901094,Bus,Victoria,Kings Cross,2024-05-04 20:47:00,2024-05-04 21:24:00,3.92,5,Westminster,Camden,37.0
2024-12-26,TFL-J-124199,Bus,London Bridge,Waterloo,2024-12-26 08:57:00,2024-12-26 09:35:00,1.75,9,Southwark,Lambeth,38.0
2024-02-06,TFL-J-887809,Tube,Canary Wharf,Liverpool Street,2024-02-06 17:18:00,2024-02-06 18:05:00,3.92,5,Tower Hamlets,City of London,47.0
2024-12-28,TFL-J-971246,Bus,Liverpool Street,Waterloo,2024-12-28 07:39:00,2024-12-28 08:41:00,1.75,38,City of London,Lambeth,62.0
2024-12-11,TFL-J-832764,Tube,Victoria,Kings Cross,2024-12-11 20:37:00,2024-12-11 21:06:00,5.49,0,Westminster,Camden,29.0
2024-10-13,TFL-J-715574,Tube,Stratford,Liverpool Street,2024-10-13 17:50:00,2024-10-13 18:30:00,3.59,2,Newham,City of London,40.0
2024-05-16,TFL-J-838001,Tube,Victoria,Bank,2024-05-16 09:19:00,2024-05-16 09:40:00,5.37,1,Westminster,City of London,21.0
2024-06-03,TFL-J-705911,Bus,Kings Cross,Paddington,2024-06-03 07:40:00,2024-06-03 08:12:00,1.75,7,Camden,Westminster,32.0
2024-08-14,TFL-J-171359,Bus,Stratford,Paddington,2024-08-14 17:49:00,2024-08-14 18:31:00,1.75,3,Newham,Westminster,42.0
2024-06-24,TFL-J-787549,Tube,Paddington,Canary Wharf,2024-06-24 17:41:00,2024-06-24 18:24:00,5.38,5,Westminster,Tower Hamlets,43.0
2024-02-20,TFL-J-592464,Overground,Waterloo,Canary Wharf,2024-02-20 10:06:00,2024-02-20 10:48:00,4.01,0,Lambeth,Tower Hamlets,42.0
2024-07-19,TFL-J-689959,Overground,Stratford,Liverpool Street,2024-07-19 16:09:00,2024-07-19 16:47:00,4.32,2,Newham,City of London,38.0
2024-05-24,TFL-J-341396,Tube,Waterloo,Victoria,2024-05-24 08:35:00,2024-05-24 09:53:00,4.55,46,Lambeth,Westminster,78.0
2024-09-09,TFL-J-267552,Tube,Victoria,Liverpool Street,2024-09-09 14:42:00,2024-09-09 14:46:00,9.4,4,Westminster,City of London,4.0
2024-05-23,TFL-J-614709,Tube,Kings Cross,Paddington,2024-05-23 16:26:00,2024-05-23 17:18:00,3.52,11,Camden,Westminster,52.0
2024-09-05,TFL-J-311484,Tube,Waterloo,London Bridge,2024-09-05 17:50:00,2024-09-05 18:55:00,4.55,25,Lambeth,Southwark,65.0
2024-08-11,TFL-J-661290,Bus,Paddington,Kings Cross,2024-08-11 07:01:00,2024-08-11 07:21:00,1.75,1,Westminster,Camden,20.0
2024-12-10,TFL-J-742249,Bus,Euston,Victoria,2024-12-10 08:16:00,2024-12-10 08:41:00,1.75,7,Camden,Westminster,25.0
2024-03-23,TFL-J-670684,Bus,Euston,London Bridge,2024-03-23 08:46:00,2024-03-23 09:18:00,1.75,6,Camden,Southwark,32.0
2024-11-08,TFL-J-547561,Tube,Liverpool Street,Kings Cross,2024-11-08 08:08:00,2024-11-08 09:08:00,8.9,32,City of London,Camden,60.0
2024-09-18,TFL-J-340966,Bus,Canary Wharf,Paddington,2024-09-18 08:16:00,2024-09-18 08:36:00,1.75,2,Tower Hamlets,Westminster,20.0
2024-09-19,TFL-J-291798,Bus,Euston,Bank,2024-09-19 21:04:00,2024-09-19 21:37:00,1.75,0,Camden,City of London,33.0
2024-08-17,TFL-J-168373,Tube,Waterloo,Bank,2024-08-17 16:02:00,2024-08-17 16:34:00,3.7,0,Lambeth,City of London,32.0
2024-12-11,TFL-J-492230,Tube,Kings Cross,London Bridge,2024-12-11 08:28:00,2024-12-11 09:13:00,4.54,15,Camden,Southwark,45.0
2024-10-24,TFL-J-804617,Bus,Bank,Kings Cross,2024-10-24 09:28:00,2024-10-24 10:19:00,1.75,6,City of London,Camden,51.0
2024-04-16,TFL-J-214061,Tube,Liverpool Street,Bank,2024-04-16 20:03:00,2024-04-16 20:34:00,4.34,4,City of London,City of London,31.0
2024-06-03,TFL-J-414859,Tube,Victoria,Stratford,2024-06-03 08:12:00,2024-06-03 08:31:00,5.23,4,Westminster,Newham,19.0
2024-08-27,TFL-J-686249,Tube,Bank,Victoria,2024-08-27 23:43:00,2024-08-28 00:10:00,5.15,0,City of London,Westminster,27.0
2024-03-28,TFL-J-919714,Tube,Stratford,Paddington,2024-03-28 09:11:00,2024-03-28 09:43:00,2.86,1,Newham,Westminster,32.0
2024-12-16,TFL-J-247114,Tube,Victoria,Euston,2024-12-16 16:13:00,2024-12-16 17:01:00,3.19,13,Westminster,Camden,48.0
2024-02-08,TFL-J-157771,Tube,Bank,Paddington,2024-02-08 09:47:00,2024-02-08 10:20:00,5.08,7,City of London,Westminster,33.0
2024-02-06,TFL-J-602981,Tube,Stratford,Waterloo,2024-02-06 16:17:00,2024-02-06 17:01:00,5.39,0,Newham,Lambeth,44.0
2024-09-15,TFL-J-853207,Tube,Liverpool Street,Canary Wharf,2024-09-15 07:33:00,2024-09-15 08:28:00,4.09,32,City of London,Tower Hamlets,55.0
2024-04-29,TFL-J-636192,Bus,Victoria,Paddington,2024-04-29 11:22:00,2024-04-29 11:37:00,1.75,0,Westminster,Westminster,15.0
2024-07-11,TFL-J-735289,Tube,Euston,London Bridge,2024-07-11 07:10:00,2024-07-11 07:41:00,3.77,0,Camden,Southwark,31.0
2024-02-03,TFL-J-159471,Bus,Victoria,Liverpool Street,2024-02-03 17:53:00,2024-02-03 18:42:00,1.75,26,Westminster,City of London,49.0
2024-12-12,TFL-J-110584,Tube,Euston,Waterloo,2024-12-12 15:32:00,2024-12-12 16:15:00,4.44,0,Camden,Lambeth,43.0
